Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	DMSO_1_1 Spectral Count	DMSO_1_2 Spectral Count	DMSO_1_3 Spectral Count	DMSO_1_4 Spectral Count	DMSO_1_5 Spectral Count	DMSO_1_6 Spectral Count	DMSO_4_1 Spectral Count	DMSO_4_2 Spectral Count	DMSO_4_3 Spectral Count	DMSO_4_4 Spectral Count	DMSO_4_5 Spectral Count	DMSO_4_6 Spectral Count	DMSO_6_1 Spectral Count	DMSO_6_2 Spectral Count	DMSO_6_3 Spectral Count	DMSO_6_4 Spectral Count	DMSO_6_5 Spectral Count	DMSO_6_6 Spectral Count	brigatinib_1 Spectral Count	brigatinib_10 Spectral Count	brigatinib_100 Spectral Count	brigatinib_1000 Spectral Count	brigatinib_10000 Spectral Count	dabrafenib_1 Spectral Count	dabrafenib_10 Spectral Count	dabrafenib_100 Spectral Count	dabrafenib_1000 Spectral Count	dabrafenib_10000 Spectral Count	methotrexate_1 Spectral Count	methotrexate_10 Spectral Count	methotrexate_100 Spectral Count	methotrexate_1000 Spectral Count	methotrexate_10000 Spectral Count	DMSO_1_1 Unique Spectral Count	DMSO_1_2 Unique Spectral Count	DMSO_1_3 Unique Spectral Count	DMSO_1_4 Unique Spectral Count	DMSO_1_5 Unique Spectral Count	DMSO_1_6 Unique Spectral Count	DMSO_4_1 Unique Spectral Count	DMSO_4_2 Unique Spectral Count	DMSO_4_3 Unique Spectral Count	DMSO_4_4 Unique Spectral Count	DMSO_4_5 Unique Spectral Count	DMSO_4_6 Unique Spectral Count	DMSO_6_1 Unique Spectral Count	DMSO_6_2 Unique Spectral Count	DMSO_6_3 Unique Spectral Count	DMSO_6_4 Unique Spectral Count	DMSO_6_5 Unique Spectral Count	DMSO_6_6 Unique Spectral Count	brigatinib_1 Unique Spectral Count	brigatinib_10 Unique Spectral Count	brigatinib_100 Unique Spectral Count	brigatinib_1000 Unique Spectral Count	brigatinib_10000 Unique Spectral Count	dabrafenib_1 Unique Spectral Count	dabrafenib_10 Unique Spectral Count	dabrafenib_100 Unique Spectral Count	dabrafenib_1000 Unique Spectral Count	dabrafenib_10000 Unique Spectral Count	methotrexate_1 Unique Spectral Count	methotrexate_10 Unique Spectral Count	methotrexate_100 Unique Spectral Count	methotrexate_1000 Unique Spectral Count	methotrexate_10000 Unique Spectral Count	DMSO_1_1 Total Spectral Count	DMSO_1_2 Total Spectral Count	DMSO_1_3 Total Spectral Count	DMSO_1_4 Total Spectral Count	DMSO_1_5 Total Spectral Count	DMSO_1_6 Total Spectral Count	DMSO_4_1 Total Spectral Count	DMSO_4_2 Total Spectral Count	DMSO_4_3 Total Spectral Count	DMSO_4_4 Total Spectral Count	DMSO_4_5 Total Spectral Count	DMSO_4_6 Total Spectral Count	DMSO_6_1 Total Spectral Count	DMSO_6_2 Total Spectral Count	DMSO_6_3 Total Spectral Count	DMSO_6_4 Total Spectral Count	DMSO_6_5 Total Spectral Count	DMSO_6_6 Total Spectral Count	brigatinib_1 Total Spectral Count	brigatinib_10 Total Spectral Count	brigatinib_100 Total Spectral Count	brigatinib_1000 Total Spectral Count	brigatinib_10000 Total Spectral Count	dabrafenib_1 Total Spectral Count	dabrafenib_10 Total Spectral Count	dabrafenib_100 Total Spectral Count	dabrafenib_1000 Total Spectral Count	dabrafenib_10000 Total Spectral Count	methotrexate_1 Total Spectral Count	methotrexate_10 Total Spectral Count	methotrexate_100 Total Spectral Count	methotrexate_1000 Total Spectral Count	methotrexate_10000 Total Spectral Count	DMSO_1_1 Intensity	DMSO_1_2 Intensity	DMSO_1_3 Intensity	DMSO_1_4 Intensity	DMSO_1_5 Intensity	DMSO_1_6 Intensity	DMSO_4_1 Intensity	DMSO_4_2 Intensity	DMSO_4_3 Intensity	DMSO_4_4 Intensity	DMSO_4_5 Intensity	DMSO_4_6 Intensity	DMSO_6_1 Intensity	DMSO_6_2 Intensity	DMSO_6_3 Intensity	DMSO_6_4 Intensity	DMSO_6_5 Intensity	DMSO_6_6 Intensity	brigatinib_1 Intensity	brigatinib_10 Intensity	brigatinib_100 Intensity	brigatinib_1000 Intensity	brigatinib_10000 Intensity	dabrafenib_1 Intensity	dabrafenib_10 Intensity	dabrafenib_100 Intensity	dabrafenib_1000 Intensity	dabrafenib_10000 Intensity	methotrexate_1 Intensity	methotrexate_10 Intensity	methotrexate_100 Intensity	methotrexate_1000 Intensity	methotrexate_10000 Intensity	DMSO_1_1 MaxLFQ Intensity	DMSO_1_2 MaxLFQ Intensity	DMSO_1_3 MaxLFQ Intensity	DMSO_1_4 MaxLFQ Intensity	DMSO_1_5 MaxLFQ Intensity	DMSO_1_6 MaxLFQ Intensity	DMSO_4_1 MaxLFQ Intensity	DMSO_4_2 MaxLFQ Intensity	DMSO_4_3 MaxLFQ Intensity	DMSO_4_4 MaxLFQ Intensity	DMSO_4_5 MaxLFQ Intensity	DMSO_4_6 MaxLFQ Intensity	DMSO_6_1 MaxLFQ Intensity	DMSO_6_2 MaxLFQ Intensity	DMSO_6_3 MaxLFQ Intensity	DMSO_6_4 MaxLFQ Intensity	DMSO_6_5 MaxLFQ Intensity	DMSO_6_6 MaxLFQ Intensity	brigatinib_1 MaxLFQ Intensity	brigatinib_10 MaxLFQ Intensity	brigatinib_100 MaxLFQ Intensity	brigatinib_1000 MaxLFQ Intensity	brigatinib_10000 MaxLFQ Intensity	dabrafenib_1 MaxLFQ Intensity	dabrafenib_10 MaxLFQ Intensity	dabrafenib_100 MaxLFQ Intensity	dabrafenib_1000 MaxLFQ Intensity	dabrafenib_10000 MaxLFQ Intensity	methotrexate_1 MaxLFQ Intensity	methotrexate_10 MaxLFQ Intensity	methotrexate_100 MaxLFQ Intensity	methotrexate_1000 MaxLFQ Intensity	methotrexate_10000 MaxLFQ Intensity	Indistinguishable Proteins
sp|A0JNW5|UH1BL_HUMAN	A0JNW5	UH1BL_HUMAN	UHRF1BP1L	1464	Homo sapiens	1:Experimental evidence at protein level	UHRF1-binding protein 1-like	1	0.999	8	24	11	24	0	1	3	1	2	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	2	1	3	2	0	1	0	0	0	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	3	1	2	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	2	1	3	2	0	1	0	0	7572155	1.74E+07	1.71E+07	1.77E+07	1.22E+07	1.80E+07	4.02E+07	4.54E+07	4.58E+07	3.58E+07	3.80E+07	4.09E+07	3065231.5	4997355.5	788890.25	0	2358471.2	0	0	0	0	0	4909053.5	1.12E+07	1.85E+07	1.90E+07	1.90E+07	2.32E+07	4.77E+07	4.52E+07	4.78E+07	3.62E+07	3.76E+07	7744172	1.92E+07	9225855	1.40E+07	1.22E+07	1.29E+07	1.20E+07	1.14E+07	1.16E+07	9095180	1.05E+07	9994689	8315335	1.36E+07	2140095	0	6398041.5	0	0	0	0	0	1.33E+07	1.06E+07	1.45E+07	1.16E+07	1.09E+07	1.50E+07	1.30E+07	1.06E+07	1.14E+07	9562199	7597582	
sp|A0MZ66-3|SHOT1_HUMAN	A0MZ66-3	SHOT1_HUMAN	SHTN1	649	Homo sapiens		Isoform 3 of Shootin-1	1	0.999	12	233	0	233	6	8	6	8	8	6	9	8	8	9	7	8	7	6	7	8	6	5	4	6	7	6	5	8	7	8	7	8	5	8	5	9	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	6	8	8	6	9	8	8	9	7	8	7	6	7	8	6	5	4	6	7	6	5	8	7	8	7	8	5	8	5	9	10	9.57E+07	8.64E+07	9.01E+07	9.48E+07	9.64E+07	1.00E+08	9.84E+07	8.87E+07	9.23E+07	8.54E+07	8.02E+07	1.00E+08	7.74E+07	6.24E+07	4.41E+07	6.88E+07	6.82E+07	6.35E+07	5.89E+07	5.69E+07	5.99E+07	6.89E+07	7.07E+07	9.59E+07	9.15E+07	9.03E+07	9.79E+07	1.05E+08	5.61E+07	8.24E+07	9.54E+07	9.79E+07	8.91E+07	2.02E+07	1.89E+07	1.97E+07	1.94E+07	1.83E+07	2.01E+07	1.84E+07	2.01E+07	1.73E+07	1.56E+07	1.77E+07	1.84E+07	1.29E+07	1.39E+07	1.12E+07	1.43E+07	1.64E+07	1.42E+07	1.40E+07	1.19E+07	1.52E+07	1.62E+07	1.42E+07	2.08E+07	1.96E+07	1.93E+07	1.97E+07	2.24E+07	1.20E+07	1.66E+07	1.95E+07	1.79E+07	1.83E+07	sp|A0MZ66|SHOT1_HUMAN
sp|A0PJW6|TM223_HUMAN	A0PJW6	TM223_HUMAN	TMEM223	202	Homo sapiens	1:Experimental evidence at protein level	Transmembrane protein 223	0.9583	0.999	1	21	21	21	1	0	0	0	1	1	1	0	2	0	1	1	0	0	0	1	0	1	0	0	1	0	2	0	0	1	1	1	0	1	1	2	1	1	0	0	0	1	1	1	0	2	0	1	1	0	0	0	1	0	1	0	0	1	0	2	0	0	1	1	1	0	1	1	2	1	1	0	0	0	1	1	1	0	2	0	1	1	0	0	0	1	0	1	0	0	1	0	2	0	0	1	1	1	0	1	1	2	1	1.26E+07	0	1.24E+07	0	9797332	4.32E+07	2.72E+07	0	1.77E+07	0	0	0	3251994.2	9723834	0	2.00E+07	1.06E+07	1.60E+07	4981850.5	3387978.5	1.33E+07	1.37E+07	1.55E+07	8794129	0	2.06E+07	1.60E+07	4353896	7171267	1.10E+07	1.01E+07	1.27E+07	1.83E+07	1.26E+07	0	1.24E+07	0	9797332	4.32E+07	2.72E+07	0	1.77E+07	0	0	0	3251994.2	9723834	0	2.00E+07	1.06E+07	1.60E+07	4981850.5	3387978.5	1.33E+07	1.37E+07	1.55E+07	8794129	0	2.06E+07	1.60E+07	4353896	7171267	1.10E+07	1.01E+07	1.27E+07	1.83E+07	
sp|A0PJZ3|GXLT2_HUMAN	A0PJZ3	GXLT2_HUMAN	GXYLT2	443	Homo sapiens	2:Experimental evidence at transcript level	Glucoside xylosyltransferase 2	1	0.999	3	38	38	38	2	2	2	2	1	2	1	1	1	1	1	2	0	0	0	0	1	0	1	1	0	1	0	3	1	2	1	1	1	2	3	1	1	2	2	2	2	1	2	1	1	1	1	1	2	0	0	0	0	1	0	1	1	0	1	0	3	1	2	1	1	1	2	3	1	1	2	2	2	2	1	2	1	1	1	1	1	2	0	0	0	0	1	0	1	1	0	1	0	3	1	2	1	1	1	2	3	1	1	1.05E+07	1.21E+07	1.21E+07	1.30E+07	6656893.5	1.06E+07	6067112	4717890	6387739.5	3705475.8	4030623	1.78E+07	4778001.5	6112295.5	5186043	5598574	5535121	4718621	5740234.5	5531877	5058571	5348637	3784121	1.33E+07	9901066	1.14E+07	1.11E+07	1.20E+07	4133844.2	2.41E+07	2.59E+07	2.80E+07	2.20E+07	3914914.2	5692464	5097620.5	5392955.5	5106542	5228366.5	4852974.5	7522772.5	5780913	5908457	6426911	9193459	2955827.8	3471777	3351193.5	3044533	3435799	2752257.2	3416712.2	3582858.2	2982879.5	3278439.5	2464191	5461480.5	4346906.5	5193552.5	4366259.5	5311890	6591499.5	8434197	7992760.5	7701639	1.01E+07	
sp|A0PK00|T120B_HUMAN	A0PK00	T120B_HUMAN	TMEM120B	339	Homo sapiens	1:Experimental evidence at protein level	Transmembrane protein 120B	0.993	0.999	2	20	20	20	1	1	0	1	1	1	1	0	0	1	1	2	1	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0	0	1	1	2	1	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0	0	1	1	2	1	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	8712560	8110672.5	6415897	8747527	8310576	9665144	7478615	7465819.5	1.16E+07	1.07E+07	8736601	1.35E+07	1.72E+07	7590588.5	3635414	4950541	5440554	7054105.5	6537925.5	6102570.5	6551582.5	1.69E+07	7632908	6193239.5	6331555	8653467	9699597	8670020	6895358.5	5810053	2476169.8	0	1.14E+07	8893955	8279536	6549475.5	8929650	8483601	9866371	7634319	7621257	1.18E+07	1.09E+07	8918496	1.38E+07	8247198.5	7748624	3711103	5053611	5553826	7200971.5	6674044.5	6229625.5	6687986	6355262	7791824.5	6322182	6463377.5	8833631	9901542	8850529	7038919	5931018	2527723.5	0	1.17E+07	
sp|A1A4S6|RHG10_HUMAN	A1A4S6	RHG10_HUMAN	ARHGAP10	786	Homo sapiens	1:Experimental evidence at protein level	Rho GTPase-activating protein 10	1	0.999	3	55	55	55	2	1	2	1	2	2	2	1	1	2	1	1	2	2	2	3	2	2	2	2	2	2	2	1	1	1	0	1	3	1	2	2	2	2	1	2	1	2	2	2	1	1	2	1	1	2	2	2	3	2	2	2	2	2	2	2	1	1	1	0	1	3	1	2	2	2	2	1	2	1	2	2	2	1	1	2	1	1	2	2	2	3	2	2	2	2	2	2	2	1	1	1	0	1	3	1	2	2	2	1.88E+07	2223200.2	1.72E+07	3.25E+07	2.06E+07	3392659	1.23E+07	2.71E+07	3218182	1.17E+07	2.98E+07	5350730	4.97E+07	4.23E+07	4.09E+07	3.11E+07	4.17E+07	4.46E+07	3.63E+07	4.36E+07	3.11E+07	3.92E+07	4.12E+07	2748613.8	1.93E+07	4095760.8	2754712.5	3.42E+07	1.40E+07	1.31E+07	1.08E+07	1.19E+07	8600184	1.32E+07	7481810	1.14E+07	1.47E+07	1.34E+07	1.14E+07	1.00E+07	1.64E+07	1.08E+07	9751896	1.55E+07	5011938	2.06E+07	2.11E+07	1.88E+07	1.75E+07	2.03E+07	2.05E+07	1.99E+07	1.83E+07	1.71E+07	2.16E+07	2.18E+07	9250001	1.17E+07	1.38E+07	9270526	1.64E+07	1.04E+07	1.06E+07	9085573	1.03E+07	8148801	
sp|A1L020|MEX3A_HUMAN	A1L020	MEX3A_HUMAN	MEX3A	520	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein MEX3A	1	0.999	7	59	59	117	0	1	1	2	3	1	2	3	3	3	3	1	2	1	3	1	3	3	1	2	2	1	0	1	2	2	1	2	1	3	2	2	1	0	1	1	2	3	1	2	3	3	3	3	1	2	1	3	1	3	3	1	2	2	1	0	1	2	2	1	2	1	3	2	2	1	1	4	4	4	5	1	4	5	5	5	5	3	4	2	5	3	5	5	2	3	5	3	1	2	3	2	2	4	3	5	5	4	3	3.51E+07	3.82E+07	8.07E+07	3.03E+07	2.01E+07	3.71E+07	3.33E+07	4.81E+07	3.47E+07	5.13E+07	4.31E+07	1.16E+07	3.81E+07	3.76E+07	3.05E+07	4.79E+07	6.27E+07	8.01E+07	4.53E+07	3.85E+07	1.75E+07	3.39E+07	1.82E+07	3.42E+07	3.06E+07	3.10E+07	4.19E+07	4.00E+07	1.44E+07	3.48E+07	2.59E+07	3.25E+07	1.06E+07	1.49E+07	1.10E+07	1.32E+07	1.29E+07	1.26E+07	1.52E+07	2.90E+07	3.17E+07	2.32E+07	2.84E+07	2.81E+07	2.11E+07	1.90E+07	1.37E+07	1.14E+07	1.70E+07	1.82E+07	1.30E+07	1.35E+07	1.17E+07	1.64E+07	1.96E+07	9073239	1.31E+07	1.16E+07	1.37E+07	1.52E+07	1.52E+07	2.63E+07	2.43E+07	2.33E+07	2.05E+07	1.94E+07	
sp|A1L0T0|HACL2_HUMAN	A1L0T0	HACL2_HUMAN	ILVBL	632	Homo sapiens	1:Experimental evidence at protein level	2-hydroxyacyl-CoA lyase 2	1	0.999	14	241	241	241	9	9	8	10	9	7	7	6	6	6	7	6	8	6	6	6	5	6	5	8	9	6	9	8	9	9	9	11	7	6	6	5	7	9	9	8	10	9	7	7	6	6	6	7	6	8	6	6	6	5	6	5	8	9	6	9	8	9	9	9	11	7	6	6	5	7	9	9	8	10	9	7	7	6	6	6	7	6	8	6	6	6	5	6	5	8	9	6	9	8	9	9	9	11	7	6	6	5	7	3.34E+08	3.11E+08	2.45E+08	2.38E+08	2.80E+08	2.51E+08	1.87E+08	1.27E+08	1.23E+08	1.91E+08	1.98E+08	2.69E+08	1.04E+08	9.04E+07	1.10E+08	1.05E+08	1.07E+08	1.07E+08	1.16E+08	1.10E+08	1.43E+08	1.11E+08	1.67E+08	3.24E+08	3.19E+08	2.70E+08	2.59E+08	3.31E+08	1.37E+08	1.43E+08	1.22E+08	1.48E+08	1.74E+08	6.13E+07	6.54E+07	6.28E+07	6.36E+07	5.39E+07	6.31E+07	4.93E+07	4.66E+07	4.59E+07	4.71E+07	5.41E+07	6.07E+07	3.83E+07	3.34E+07	3.79E+07	3.76E+07	3.85E+07	4.29E+07	4.55E+07	4.28E+07	4.94E+07	3.92E+07	5.35E+07	6.48E+07	6.47E+07	7.10E+07	6.29E+07	6.82E+07	5.09E+07	5.47E+07	4.39E+07	5.13E+07	6.32E+07	
sp|A1X283|SPD2B_HUMAN	A1X283	SPD2B_HUMAN	SH3PXD2B	911	Homo sapiens	1:Experimental evidence at protein level	SH3 and PX domain-containing protein 2B	1	0.999	10	85	85	85	2	4	3	3	4	4	2	4	2	4	3	1	2	3	1	1	1	2	2	1	1	2	1	3	2	4	6	5	3	3	2	2	2	2	4	3	3	4	4	2	4	2	4	3	1	2	3	1	1	1	2	2	1	1	2	1	3	2	4	6	5	3	3	2	2	2	2	4	3	3	4	4	2	4	2	4	3	1	2	3	1	1	1	2	2	1	1	2	1	3	2	4	6	5	3	3	2	2	2	2.47E+08	9.26E+07	6.11E+07	8.15E+07	4.42E+07	2.57E+08	3.99E+07	1.55E+08	1.01E+08	5.64E+07	5.13E+07	4.05E+07	1.05E+08	1.40E+08	1.18E+07	1.32E+08	1.25E+08	1.05E+08	2.23E+07	1.25E+08	1.30E+08	2.40E+07	8532889	5.48E+07	6.75E+07	4.71E+07	5.35E+07	4.85E+07	1.04E+08	1.16E+08	6.33E+07	1.23E+08	1.21E+08	4.90E+07	3.96E+07	3.60E+07	4.37E+07	3.08E+07	5.71E+07	4.30E+07	4.01E+07	6.52E+07	4.13E+07	5.18E+07	3.80E+07	5.67E+07	5.76E+07	4.79E+07	4.70E+07	6.32E+07	4.36E+07	3.55E+07	6.12E+07	5.00E+07	3.06E+07	3.61E+07	3.21E+07	3.23E+07	2.61E+07	2.99E+07	3.13E+07	5.38E+07	5.38E+07	4.59E+07	6.62E+07	6.34E+07	
sp|A2A3K4-2|PTPC1_HUMAN	A2A3K4-2	PTPC1_HUMAN	PTPDC1	806	Homo sapiens		Isoform 2 of Protein tyrosine phosphatase domain-containing protein 1	1	0.999	3	11	0	11	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	6.00E+07	5.04E+07	5.58E+07	5.51E+07	6.30E+07	5.33E+07	4.54E+07	4.95E+07	4.62E+07	3.81E+07	4.03E+07	4.35E+07	4.58E+07	1.01E+07	1.63E+07	1.62E+07	1.42E+07	7.20E+07	1.68E+07	1.21E+07	1.49E+07	0	1.52E+07	5.87E+07	5.45E+07	4.98E+07	4.94E+07	5.24E+07	4.58E+07	4.28E+07	4.95E+07	4.11E+07	4.93E+07	2.88E+07	2.44E+07	2.88E+07	2.66E+07	2.50E+07	2.67E+07	2.08E+07	1.65E+07	2.35E+07	1.60E+07	2.10E+07	2.39E+07	3.14E+08	2.90E+08	4.68E+08	4.66E+08	4.06E+08	4.78E+08	4.83E+08	3.48E+08	4.26E+08	0	4.35E+08	2.84E+07	2.25E+07	2.40E+07	2.83E+07	2.32E+07	2.02E+07	1.81E+07	1.84E+07	1.68E+07	2.60E+07	sp|A2A3K4|PTPC1_HUMAN
sp|A2AJT9-2|BCLA3_HUMAN	A2AJT9-2	BCLA3_HUMAN	BCLAF3	682	Homo sapiens		Isoform 2 of BCLAF1 and THRAP3 family member 3	1	0.999	5	23	0	23	1	1	0	2	1	0	1	2	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	2	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	0	1	2	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	2	0	1	1	0	0	1	0	1	0	1.51E+07	8838964	9133490	8752158	1.28E+07	1.09E+07	1.25E+07	2.37E+08	1.35E+07	5152385	1.40E+07	1.13E+07	1410295	6718473	1806308.1	7571120.5	3747014.5	6685639	6670947.5	4726749	2942244.5	946350.2	3056332	1.07E+07	7465026	8248339	1.28E+07	8916839	4657056.5	1.00E+07	1.17E+07	5.33E+07	1.11E+07	7364221.5	5792092	7052539.5	6173686.5	6105027.5	7910760	5969320	4938184	7774454	6801421.5	9186566	6144902.5	2890469.8	4264296	3702118.5	5383498	7679693	3452669	2812663.2	3960545	6030276.5	1939591.9	6264104.5	7673927.5	4314440.5	5750444	6615920	6639962	5572532	6258625.5	6807039	7805803	7068706.5	"sp|A2AJT9-3|BCLA3_HUMAN, sp|A2AJT9|BCLA3_HUMAN"
sp|A2RRP1|NBAS_HUMAN	A2RRP1	NBAS_HUMAN	NBAS	2371	Homo sapiens	1:Experimental evidence at protein level	Neuroblastoma-amplified sequence	1	0.999	37	603	37	603	21	20	20	17	20	24	14	17	17	18	23	19	18	18	17	19	18	18	17	18	17	18	17	22	21	20	20	21	13	14	16	13	18	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	21	20	20	17	20	24	14	17	17	18	23	19	18	18	17	19	18	18	17	18	17	18	17	22	21	20	20	21	13	14	16	13	18	4.57E+08	4.36E+08	4.65E+08	4.38E+08	4.46E+08	4.89E+08	3.36E+08	3.96E+08	2.89E+08	3.58E+08	5.09E+08	3.99E+08	3.18E+08	3.20E+08	2.83E+08	2.34E+08	2.89E+08	2.83E+08	2.87E+08	3.10E+08	3.23E+08	3.11E+08	3.46E+08	4.64E+08	4.88E+08	1.09E+09	4.68E+08	1.05E+09	2.70E+08	3.04E+08	2.57E+08	2.61E+08	2.82E+08	5.47E+07	5.34E+07	6.02E+07	5.64E+07	5.75E+07	6.01E+07	6.07E+07	6.20E+07	6.03E+07	6.64E+07	6.23E+07	6.38E+07	5.94E+07	5.53E+07	5.67E+07	4.85E+07	5.99E+07	5.41E+07	5.69E+07	6.11E+07	6.23E+07	6.09E+07	5.86E+07	5.57E+07	6.34E+07	5.75E+07	6.10E+07	5.89E+07	5.59E+07	5.80E+07	5.55E+07	5.89E+07	6.16E+07	
sp|A2RTX5-2|SYTC2_HUMAN	A2RTX5-2	SYTC2_HUMAN	TARS3	707	Homo sapiens		"Isoform 2 of Threonine--tRNA ligase 2, cytoplasmic"	1	0.999	9	43	0	131	2	2	3	2	1	2	0	2	0	2	2	1	0	1	2	1	0	1	0	1	0	1	1	3	3	1	2	3	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	6	5	4	6	2	4	3	3	5	3	1	5	4	2	3	2	3	3	2	3	2	7	6	5	5	7	1	3	3	6	6	1.71E+07	1.31E+07	2.25E+07	1.15E+07	1.44E+07	1.87E+07	1.47E+07	1.11E+07	2.05E+07	1.36E+07	1.40E+07	1.37E+07	8358582	5487772	1.14E+07	1.26E+07	1.18E+07	1.10E+07	9772069	1.01E+07	1.08E+07	1.08E+07	1.19E+07	1.98E+07	1.90E+07	1.18E+07	1.40E+07	2.28E+07	6375090	1.79E+07	1.17E+07	8446823	8358138	3350006	4850562.5	4834014.5	4656881	5343082	4333770.5	4457561	4950254.5	4359024.5	5007514.5	5613717.5	4808288	4827831.5	4884314.5	5627904	7531573.5	6459301.5	6442109	4934094.5	5673574.5	5861097	6110374	6387295.5	4641510	4777707	5769877	4659294	6426631.5	5687644.5	5821274.5	5132227.5	4423441	4540194.5	sp|A2RTX5|SYTC2_HUMAN
sp|A2RU30-2|TESP1_HUMAN	A2RU30-2	TESP1_HUMAN	TESPA1	383	Homo sapiens		Isoform 2 of Protein TESPA1	0.9583	0.999	1	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5605688	0	0	4423432.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5891775	0	0	0	5688401.5	0	0	0	0	0	0	0	5605688	0	0	4423432.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5891775	0	0	0	5688401.5	0	0	0	0	0	"sp|A2RU30-3|TESP1_HUMAN, sp|A2RU30|TESP1_HUMAN"
sp|A2RU37|CI170_HUMAN	A2RU37	CI170_HUMAN	LINC02872	121	Homo sapiens	5:Protein uncertain	Uncharacterized protein encoded by LINC02872	0.9167	0.9979	1	15	15	15	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	4262050	2717494.2	5339059.5	4384301	4925933	3831311.8	6682847	5528454	5607015.5	6514235	6014173.5	6179804.5	6060845	6268007.5	6047326.5	6920069	7017393.5	0	0	0	0	0	6059011	4634621.5	3767267.8	3654604.2	3832183	0	0	0	0	0	0	4262050	2717494.2	5339059.5	4384301	4925933	3831311.8	6682847	5528454	5607015.5	6514235	6014173.5	6179804.5	6060845	6268007.5	6047326.5	6920069	7017393.5	0	0	0	0	0	6059011	4634621.5	3767267.8	3654604.2	3832183	
sp|A2RU49-2|HYKK_HUMAN	A2RU49-2	HYKK_HUMAN	HYKK	172	Homo sapiens		Isoform 2 of Hydroxylysine kinase	0.9962	0.999	2	2	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.84E+08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"sp|A2RU49-3|HYKK_HUMAN, sp|A2RU49|HYKK_HUMAN"
